date,open,high,low,close,volume,score,state,phase,reasons
2026-04-30,6335.2,6355.88,6320.11,6342.26,1363772243.0,85,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2026-05-06,6404.75,6485.9,6400.53,6465.6,1495257072.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2026-05-07,6489.86,6534.08,6470.99,6533.33,1499395479.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2026-05-08,6495.25,6540.53,6487.61,6532.34,1490201894.0,71,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；收盘位于日内上60% +5；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8
2026-05-11,6579.67,6639.64,6555.57,6633.48,1605855945.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2026-05-12,6645.78,6645.78,6568.94,6605.72,1499297651.0,66,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；成交量高于20日均量 +6
2026-05-13,6567.45,6689.74,6567.45,6686.87,1461397934.0,81,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于20日均量 +6
2026-05-14,6718.19,6720.94,6552.95,6552.95,1571633049.0,31,空,主升,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10；放量大跌 -10
2026-05-15,6552.69,6592.21,6438.14,6481.34,1518695989.0,26,空,防守,风险缓冲 +15；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于20日均量 +6；收盘跌破MA10 -5；近3日累计跌幅<=-3% -10
2026-05-18,6452.12,6515.59,6433.24,6477.21,1306163384.0,30,空,防守,风险缓冲 +15；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘跌破MA10 -5
2026-05-19,6458.97,6527.58,6399.27,6526.03,1293560621.0,30,空,防守,风险缓冲 +15；收盘价站上MA20 +10；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5
2026-05-20,6494.77,6538.06,6472.83,6525.06,1278394662.0,35,空,防守,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA20 +10；收盘位于日内上60% +5；收盘跌破MA10 -5
2026-05-21,6563.16,6616.34,6361.93,6368.44,1537478851.0,0,空,防守,风险缓冲 +15；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10；收盘跌破MA10 -5；收盘跌破MA20 -10；放量大跌 -10
2026-05-22,6414.04,6490.86,6374.65,6479.37,1300356273.0,40,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA20 +10；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5
2026-05-25,6517.05,6560.92,6469.26,6559.84,1342075094.0,70,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5
2026-05-26,6529.66,6539.05,6449.87,6532.44,1414833784.0,56,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；收盘位于日内上60% +5；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8
2026-05-27,6524.49,6559.4,6413.99,6443.84,1410706253.0,0,空,防守,风险缓冲 +15；成交量高于5日均量 +8；下跌日放量 -8；放量冲高回落 -10；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-05-28,6422.45,6492.47,6372.65,6480.47,1311825096.0,10,空,防守,风险缓冲 +15；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-05-29,6504.87,6508.57,6339.5,6368.84,1521823049.0,0,空,防守,风险缓冲 +15；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10；收盘跌破MA10 -5；收盘跌破MA20 -10；放量大跌 -10
2026-06-01,6367.45,6427.12,6311.67,6321.11,1380079580.0,0,空,防守,风险缓冲 +15；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-06-02,6335.34,6398.35,6247.33,6368.51,1327071363.0,10,空,防守,风险缓冲 +15；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-06-03,6371.13,6465.71,6343.86,6395.88,1397085081.0,29,空,防守,风险缓冲 +15；收盘价站上MA5 +10；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-06-04,6336.62,6396.87,6333.92,6368.34,1285169481.0,10,空,防守,风险缓冲 +15；收盘价站上MA5 +10；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-06-05,6344.24,6407.41,6267.27,6292.19,1428960568.0,0,空,防守,风险缓冲 +15；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-06-08,6113.17,6232.53,6061.39,6119.24,1397132253.0,0,空,防守,风险缓冲 +15；成交量高于5日均量 +8；下跌日放量 -8；收盘跌破MA10 -5；收盘跌破MA20 -10；放量大跌 -10；近3日累计跌幅<=-3% -10
2026-06-09,6176.86,6255.62,6125.51,6254.74,1251124002.0,10,空,防守,风险缓冲 +15；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-06-10,6192.5,6229.86,6116.98,6173.63,1260343551.0,0,空,防守,风险缓冲 +15；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-06-11,6143.36,6190.14,6091.08,6140.75,1191900059.0,0,空,防守,风险缓冲 +15；收盘跌破MA10 -5；收盘跌破MA20 -10
2026-06-12,6231.57,6272.49,6182.65,6196.26,1483571843.0,25,空,防守,风险缓冲 +15；收盘价站上MA5 +10；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6；放量冲高回落 -10；收盘跌破MA10 -5；收盘跌破MA20 -10
